"cie10","descripcion"
"X618","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion A Drogas Antiepilepticas; Sedantes; "
"X619","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion A Drogas Antiepilepticas; Sedantes; "
"X620","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion A Narcoticos Y Psicodislepticos [Alu"
"X621","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion A Narcoticos Y Psicodislepticos [Alu"
"X622","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion A Narcoticos Y Psicodislepticos [Alu"
"X623","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion A Narcoticos Y Psicodislepticos [Alu"
"X624","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion A Narcoticos Y Psicodislepticos [Alu"
"X625","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion A Narcoticos Y Psicodislepticos [Alu"
"X626","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion A Narcoticos Y Psicodislepticos [Alu"
"X627","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion A Narcoticos Y Psicodislepticos [Alu"
"X628","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion A Narcoticos Y Psicodislepticos [Alu"
"X629","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion A Narcoticos Y Psicodislepticos [Alu"
"X630","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion A Otras Drogas Que Actuan Sobre El S"
"X631","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion A Otras Drogas Que Actuan Sobre El S"
"X632","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion A Otras Drogas Que Actuan Sobre El S"
"X633","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion A Otras Drogas Que Actuan Sobre El S"
"X634","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion A Otras Drogas Que Actuan Sobre El S"
"X635","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion A Otras Drogas Que Actuan Sobre El S"
"X636","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion A Otras Drogas Que Actuan Sobre El S"
"X637","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion A Otras Drogas Que Actuan Sobre El S"
"X638","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion A Otras Drogas Que Actuan Sobre El S"
"X639","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion A Otras Drogas Que Actuan Sobre El S"
"X640","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion A Otras Drogas; Medicamentos Y Susta"
"X641","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion A Otras Drogas; Medicamentos Y Susta"
"X642","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion A Otras Drogas; Medicamentos Y Susta"
"X643","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion A Otras Drogas; Medicamentos Y Susta"
"X644","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion A Otras Drogas; Medicamentos Y Susta"
"X645","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion A Otras Drogas; Medicamentos Y Susta"
"X646","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion A Otras Drogas; Medicamentos Y Susta"
"X647","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion A Otras Drogas; Medicamentos Y Susta"
"X648","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion A Otras Drogas; Medicamentos Y Susta"
"X649","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion A Otras Drogas; Medicamentos Y Susta"
"X650","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion Al Alcohol; Vivienda"
"X651","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion Al Alcohol; Institucion Residencial"
"X652","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion Al Alcohol; Escuelas; Otras Instituc"
"X653","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion Al Alcohol; Areas De Deporte Y Atlet"
"X654","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion Al Alcohol; Calles Y Carreteras"
"X655","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion Al Alcohol; Comercio Y Area De Servi"
"X656","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion Al Alcohol; Area Industrial Y De La "
"X657","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion Al Alcohol; Granja"
"X658","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion Al Alcohol; Otro Lugar Especificado"
"X659","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion Al Alcohol; Lugar No Especificado"
"X660","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion A Disolventes Organicos E Hidrocarbu"
"X661","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion A Disolventes Organicos E Hidrocarbu"
"X662","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion A Disolventes Organicos E Hidrocarbu"
"X663","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion A Disolventes Organicos E Hidrocarbu"
"X664","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion A Disolventes Organicos E Hidrocarbu"
"X665","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion A Disolventes Organicos E Hidrocarbu"
"X666","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion A Disolventes Organicos E Hidrocarbu"
"X667","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion A Disolventes Organicos E Hidrocarbu"
"X668","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion A Disolventes Organicos E Hidrocarbu"
"X669","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion A Disolventes Organicos E Hidrocarbu"
"X670","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion A Otros Gases Y Vapores; Vivienda"
"X671","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion A Otros Gases Y Vapores; Institucion"
"X672","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion A Otros Gases Y Vapores; Escuelas; O"
"X673","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion A Otros Gases Y Vapores; Areas De De"
"X674","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion A Otros Gases Y Vapores; Calles Y Ca"
"X675","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion A Otros Gases Y Vapores; Comercio Y "
"X676","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion A Otros Gases Y Vapores; Area Indust"
"X677","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion A Otros Gases Y Vapores; Granja"
"X678","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion A Otros Gases Y Vapores; Otro Lugar "
"X679","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion A Otros Gases Y Vapores; Lugar No Es"
"X680","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion A Plaguicidas; Vivienda"
"X681","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion A Plaguicidas; Institucion Residenci"
"X682","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion A Plaguicidas; Escuelas; Otras Insti"
"X683","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion A Plaguicidas; Areas De Deporte Y At"
"X684","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion A Plaguicidas; Calles Y Carreteras"
"X685","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion A Plaguicidas; Comercio Y Area De Se"
"X686","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion A Plaguicidas; Area Industrial Y De "
"X687","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion A Plaguicidas; Granja"
"X688","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion A Plaguicidas; Otro Lugar Especifica"
"X689","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion A Plaguicidas; Lugar No Especificado"
"X690","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion A Otros Productos Quimicos Y Sustanc"
"X691","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion A Otros Productos Quimicos Y Sustanc"
"X692","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion A Otros Productos Quimicos Y Sustanc"
"X693","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion A Otros Productos Quimicos Y Sustanc"
"X694","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion A Otros Productos Quimicos Y Sustanc"
"X695","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion A Otros Productos Quimicos Y Sustanc"
"X696","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion A Otros Productos Quimicos Y Sustanc"
"X697","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion A Otros Productos Quimicos Y Sustanc"
"X698","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion A Otros Productos Quimicos Y Sustanc"
"X699","Envenenamiento Autoinfligido Intencionalmente Por; Y Exposicion A Otros Productos Quimicos Y Sustanc"
"X700","Lesion Autoinfligida Intencionalmente Por Ahorcamiento; Estrangulamiento O Sofocacion Vivienda"
"X701","Lesion Autoinfligida Intencionalmente Por Ahorcamiento; Estrangulamiento O Sofocacion; Institucion R"
"X702","Lesion Autoinfligida Intencionalmente Por Ahorcamiento; Estrangulamiento O Sofocacion; Escuelas; Otr"
"X703","Lesion Autoinfligida Intencionalmente Por Ahorcamiento; Estrangulamiento O Sofocacion; Areas De Depo"
"X704","Lesion Autoinfligida Intencionalmente Por Ahorcamiento; Estrangulamiento O Sofocacion; Calles Y Carr"
"X705","Lesion Autoinfligida Intencionalmente Por Ahorcamiento; Estrangulamiento O Sofocacion; Comercio Y Ar"
"X706","Lesion Autoinfligida Intencionalmente Por Ahorcamiento; Estrangulamiento O Sofocacion; Area Industri"
"X707","Lesion Autoinfligida Intencionalmente Por Ahorcamiento; Estrangulamiento O Sofocacion; Granja"
"X708","Lesion Autoinfligida Intencionalmente Por Ahorcamiento; Estrangulamiento O Sofocacion; Otro Lugar Es"
"X709","Lesion Autoinfligida Intencionalmente Por Ahorcamiento; Estrangulamiento O Sofocacion; Lugar No Espe"
"X710","Lesion Autoinfligida Intencionalmente Por Ahogamiento; Y Sumersion; Vivienda"
"X711","Lesion Autoinfligida Intencionalmente Por Ahogamiento; Y Sumersion; Institucion Residencial"
"X712","Lesion Autoinfligida Intencionalmente Por Ahogamiento; Y Sumersion; Escuelas; Otras Instituciones Y "
"X713","Lesion Autoinfligida Intencionalmente Por Ahogamiento; Y Sumersion; Areas De Deporte Y Atletismo"
"X714","Lesion Autoinfligida Intencionalmente Por Ahogamiento; Y Sumersion; Calles Y Carreteras"
"X715","Lesion Autoinfligida Intencionalmente Por Ahogamiento; Y Sumersion; Comercio Y Area De Servicios"
"X716","Lesion Autoinfligida Intencionalmente Por Ahogamiento Y Sumersion; Area Industrial Y De La Construcc"
"X717","Lesion Autoinfligida Intencionalmente Por Ahogamiento Y Sumersion; Granja"
"X718","Lesion Autoinfligida Intencionalmente Por Ahogamiento Y Sumersion; Otro Lugar Especificado"
"X719","Lesion Autoinfligida Intencionalmente Por Ahogamiento Y Sumersion; Lugar No Especificado"
"X720","Lesion Autoinfligida Intencionalmente Por Disparo De Arma Corta; Vivienda"
"X721","Lesion Autoinfligida Intencionalmente Por Disparo De Arma Corta; Institucion Residencial"
"X722","Lesion Autoinfligida Intencionalmente Por Disparo De Arma Corta; Escuelas; Otras Instituciones Y Are"
"X723","Lesion Autoinfligida Intencionalmente Por Disparo De Arma Corta; Areas De Deporte Y Atletismo"
"X724","Lesion Autoinfligida Intencionalmente Por Disparo De Arma Corta; Calles Y Carreteras"
"X725","Lesion Autoinfligida Intencionalmente Por Disparo De Arma Corta; Comercio Y Area De Servicios"
"X726","Lesion Autoinfligida Intencionalmente Por Disparo De Arma Corta; Area Industrial Y De La Construccio"
"X727","Lesion Autoinfligida Intencionalmente Por Disparo De Arma Corta; Granja"
"X728","Lesion Autoinfligida Intencionalmente Por Disparo De Arma Corta; Otro Lugar Especificado"
"X729","Lesion Autoinfligida Intencionalmente Por Disparo De Arma Corta; Lugar No Especificado"
"X730","Lesion Autoinfligida Intencionalmente Por Disparo De Rifle; Escopeta Y Arma Larga; Vivienda"
"X731","Lesion Autoinfligida Intencionalmente Por Disparo De Rifle; Escopeta Y Arma Larga; Institucion Resid"
"X732","Lesion Autoinfligida Intencionalmente Por Disparo De Rifle; Escopeta Y Arma Larga; Escuelas; Otras I"
"X733","Lesion Autoinfligida Intencionalmente Por Disparo De Rifle; Escopeta Y Arma Larga; Areas De Deporte "
"X734","Lesion Autoinfligida Intencionalmente Por Disparo De Rifle; Escopeta Y Arma Larga; Calles Y Carreter"
"X735","Lesion Autoinfligida Intencionalmente Por Disparo De Rifle; Escopeta Y Arma Larga; Comercio Y Area D"
"X736","Lesion Autoinfligida Intencionalmente Por Disparo De Rifle; Escopeta Y Arma Larga; Area Industrial Y"
"X737","Lesion Autoinfligida Intencionalmente Por Disparo De Rifle; Escopeta Y Arma Larga; Granja"
"X738","Lesion Autoinfligida Intencionalmente Por Disparo De Rifle; Escopeta Y Arma Larga; Otro Lugar Especi"
"X739","Lesion Autoinfligida Intencionalmente Por Disparo De Rifle; Escopeta Y Arma Larga; Lugar No Especifi"
"X740","Lesion Autoinfligida Intencionalmente Por Disparo De Otras Armas De Fuego; Y Las No Especificadas; V"
"X741","Lesion Autoinfligida Intencionalmente Por Disparo De Otras Armas De Fuego; Y Las No Especificadas; I"
"X742","Lesion Autoinfligida Intencionalmente Por Disparo De Otras Armas De Fuego; Y Las No Especificadas; E"
"X743","Lesion Autoinfligida Intencionalmente Por Disparo De Otras Armas De Fuego; Y Las No Especificadas; A"
"X744","Lesion Autoinfligida Intencionalmente Por Disparo De Otras Armas De Fuego; Y Las No Especificadas; C"
"X745","Lesion Autoinfligida Intencionalmente Por Disparo De Otras Armas De Fuego; Y Las No Especificadas; C"
"X746","Lesion Autoinfligida Intencionalmente Por Disparo De Otras Armas De Fuego; Y Las No Especificadas; A"
"X747","Lesion Autoinfligida Intencionalmente Por Disparo De Otras Armas De Fuego; Y Las No Especificadas; G"
"X748","Lesion Autoinfligida Intencionalmente Por Disparo De Otras Armas De Fuego; Y Las No Especificadas; O"
"X749","Lesion Autoinfligida Intencionalmente Por Disparo De Otras Armas De Fuego; Y Las No Especificadas; L"
"X750","Lesion Autoinfligida Intencionalmente Por Material Explosivo; Vivienda"
"X751","Lesion Autoinfligida Intencionalmente Por Material Explosivo; Institucion Residencial"
"X752","Lesion Autoinfligida Intencionalmente Por Material Explosivo; Escuelas; Otras Instituciones Y Areas "
"X753","Lesion Autoinfligida Intencionalmente Por Material Explosivo; Areas De Deporte Y Atletismo"
"X754","Lesion Autoinfligida Intencionalmente Por Material Explosivo; Calles Y Carreteras"
"X755","Lesion Autoinfligida Intencionalmente Por Material Explosivo; Comercio Y Area De Servicios"
"X756","Lesion Autoinfligida Intencionalmente Por Material Explosivo; Area Industrial Y De La Construccion"
"X757","Lesion Autoinfligida Intencionalmente Por Material Explosivo; Granja"
"X758","Lesion Autoinfligida Intencionalmente Por Material Explosivo; Otro Lugar Especificado"
"X759","Lesion Autoinfligida Intencionalmente Por Material Explosivo; Lugar No Especificado"
"X760","Lesion Autoinfligida Intencionalmente Por Humo; Fuego Y Llamas; Vivienda"
"X761","Lesion Autoinfligida Intencionalmente Por Humo; Fuego Y Llamas; Institucion Residencial"
"X762","Lesion Autoinfligida Intencionalmente Por Humo; Fuego Y Llamas; Escuelas; Otras Instituciones Y Area"
"X763","Lesion Autoinfligida Intencionalmente Por Humo; Fuego Y Llamas; Areas De Deporte Y Atletismo"
"X764","Lesion Autoinfligida Intencionalmente Por Humo; Fuego Y Llamas; Calles Y Carreteras"
"X765","Lesion Autoinfligida Intencionalmente Por Humo; Fuego Y Llamas; Comercio Y Area De Servicios"
"X766","Lesion Autoinfligida Intencionalmente Por Humo; Fuego Y Llamas; Area Industrial Y De La Construccion"
"X767","Lesion Autoinfligida Intencionalmente Por Humo; Fuego Y Llamas; Granja"
"X768","Lesion Autoinfligida Intencionalmente Por Humo; Fuego Y Llamas; Otro Lugar Especificado"
"X769","Lesion Autoinfligida Intencionalmente Por Humo; Fuego Y Llamas; Lugar No Especificado"
"X770","Lesion Autoinflingida Intencionalmente Por Vapor De Agua; Vapores Y Objetos Calientes; Vivienda"
"X771","Lesion Autoinflingida Intencionalmente Por Vapor De Agua; Vapores Y Objetos Calientes; Institucion R"
"X772","Lesion Autoinflingida Intencionalmente Por Vapor De Agua; Vapores Y Objetos Calientes; Escuelas; Otr"
"X773","Lesion Autoinflingida Intencionalmente Por Vapor De Agua; Vapores Y Objetos Calientes; Areas De Depo"
"X774","Lesion Autoinflingida Intencionalmente Por Vapor De Agua; Vapores Y Objetos Calientes; Calles Y Carr"
"X775","Lesion Autoinflingida Intencionalmente Por Vapor De Agua; Vapores Y Objetos Calientes; Comercio Y Ar"
"X776","Lesion Autoinflingida Intencionalmente Por Vapor De Agua; Vapores Y Objetos Calientes; Area Industri"
"X777","Lesion Autoinflingida Intencionalmente Por Vapor De Agua; Vapores Y Objetos Calientes; Granja"
"X778","Lesion Autoinflingida Intencionalmente Por Vapor De Agua; Vapores Y Objetos Calientes; Otro Lugar Es"
"X779","Lesion Autoinflingida Intencionalmente Por Vapor De Agua; Vapores Y Objetos Calientes; Lugar No Espe"
